date,expiration,option_type,S,strike,bid,ask,market_price,volume,open_interest,days_to_expiration,T,moneyness,moneyness_category,sigma,r,market_price_over_K
2023-08-25,2023-09-22,PUT,440.79,457.0,16.73,17.29,17.009999999999998,5,167,28,0.0767123287671232,0.9645295404814004,OTM,17.2,0.0556,0.03722100656455142
2023-08-25,2023-09-22,PUT,440.79,455.0,15.05,15.55,15.3,7,342,28,0.0767123287671232,0.9687692307692308,OTM,17.2,0.0556,0.03362637362637363
2023-08-25,2023-09-22,PUT,440.79,453.0,13.26,13.94,13.6,8,219,28,0.0767123287671232,0.973046357615894,ATM,17.2,0.0556,0.030022075055187638
2023-08-25,2023-09-22,PUT,440.79,451.0,12.03,12.48,12.255,12,112,28,0.0767123287671232,0.977361419068736,ATM,17.2,0.0556,0.027172949002217298
2023-08-25,2023-09-29,PUT,440.79,413.0,1.59,1.6,1.5950000000000002,126,2210,35,0.0958904109589041,1.0672881355932202,ITM,17.2,0.055549999999999995,0.003861985472154964
2023-08-25,2023-09-29,PUT,440.79,412.0,1.51,1.52,1.515,607,3515,35,0.0958904109589041,1.069878640776699,ITM,17.2,0.055549999999999995,0.003677184466019417
2023-08-25,2023-09-29,PUT,440.79,411.0,1.43,1.44,1.435,415,968,35,0.0958904109589041,1.0724817518248175,ITM,17.2,0.055549999999999995,0.003491484184914842
2023-08-25,2023-09-29,PUT,440.79,410.0,1.36,1.37,1.3650000000000002,1653,26018,35,0.0958904109589041,1.0750975609756095,ITM,17.2,0.055549999999999995,0.003329268292682927
2023-08-25,2023-09-29,PUT,440.79,409.0,1.29,1.3,1.295,237,710,35,0.0958904109589041,1.077726161369193,ITM,17.2,0.055549999999999995,0.0031662591687041564
2023-08-25,2023-09-22,PUT,440.79,458.0,17.37,18.21,17.79,1,100,28,0.0767123287671232,0.962423580786026,OTM,17.2,0.0556,0.03884279475982533
2023-08-25,2023-09-29,PUT,440.79,408.0,1.23,1.24,1.235,221,11828,35,0.0958904109589041,1.0803676470588237,ITM,17.2,0.055549999999999995,0.003026960784313726
2023-08-25,2023-09-29,PUT,440.79,406.0,1.11,1.12,1.1150000000000002,631,748,35,0.0958904109589041,1.0856896551724138,ITM,17.2,0.055549999999999995,0.002746305418719212
2023-08-25,2023-09-29,PUT,440.79,405.0,1.06,1.07,1.065,3549,24575,35,0.0958904109589041,1.0883703703703702,ITM,17.2,0.055549999999999995,0.0026296296296296293
2023-08-25,2023-09-29,PUT,440.79,404.0,1.01,1.02,1.015,851,504,35,0.0958904109589041,1.0910643564356437,ITM,17.2,0.055549999999999995,0.002512376237623762
2023-08-25,2023-09-29,PUT,440.79,403.0,0.96,0.97,0.965,381,9375,35,0.0958904109589041,1.0937717121588089,ITM,17.2,0.055549999999999995,0.0023945409429280396
2023-08-25,2023-09-29,PUT,440.79,402.0,0.91,0.92,0.915,244,706,35,0.0958904109589041,1.0964925373134329,ITM,17.2,0.055549999999999995,0.0022761194029850746
2023-08-25,2023-09-29,PUT,440.79,401.0,0.87,0.88,0.875,356,329,35,0.0958904109589041,1.099226932668329,ITM,17.2,0.055549999999999995,0.0021820448877805485
2023-08-25,2023-12-15,PUT,440.79,449.0,15.63,16.09,15.86,37,1458,112,0.3068493150684931,0.9817149220489976,ATM,17.2,0.055964516129032256,0.03532293986636971
2023-08-25,2023-12-15,PUT,440.79,448.0,15.18,15.47,15.325,1,3875,112,0.3068493150684931,0.98390625,ATM,17.2,0.055964516129032256,0.03420758928571428
2023-08-25,2023-12-15,PUT,440.79,447.0,14.78,15.02,14.9,7,4073,112,0.3068493150684931,0.9861073825503356,ATM,17.2,0.055964516129032256,0.03333333333333333
2023-08-25,2023-09-29,PUT,440.79,407.0,1.17,1.18,1.1749999999999998,619,3820,35,0.0958904109589041,1.083022113022113,ITM,17.2,0.055549999999999995,0.0028869778869778867
2023-08-25,2023-09-22,PUT,440.79,460.0,19.16,20.32,19.74,105,381,28,0.0767123287671232,0.9582391304347824,OTM,17.2,0.0556,0.042913043478260866
2023-08-25,2023-09-29,PUT,440.79,414.0,1.67,1.68,1.6749999999999998,1260,2169,35,0.0958904109589041,1.0647101449275362,ITM,17.2,0.055549999999999995,0.004045893719806763
2023-08-25,2023-09-29,PUT,440.79,415.0,1.76,1.77,1.765,2492,21369,35,0.0958904109589041,1.0621445783132528,ITM,17.2,0.055549999999999995,0.0042530120481927705
2023-08-25,2023-09-29,PUT,440.79,424.0,2.83,2.85,2.84,1878,29860,35,0.0958904109589041,1.0395990566037736,ITM,17.2,0.055549999999999995,0.00669811320754717
2023-08-25,2023-09-29,PUT,440.79,423.0,2.69,2.7,2.6950000000000003,797,1127,35,0.0958904109589041,1.0420567375886525,ITM,17.2,0.055549999999999995,0.006371158392434989
2023-08-25,2023-09-29,PUT,440.79,422.0,2.55,2.56,2.555,1010,4414,35,0.0958904109589041,1.0445260663507108,ITM,17.2,0.055549999999999995,0.006054502369668247
2023-08-25,2023-09-29,PUT,440.79,426.0,3.15,3.17,3.16,1137,2452,35,0.0958904109589041,1.0347183098591548,ITM,17.2,0.055549999999999995,0.007417840375586855
2023-08-25,2023-09-29,PUT,440.79,421.0,2.42,2.43,2.425,603,496,35,0.0958904109589041,1.0470071258907363,ITM,17.2,0.055549999999999995,0.005760095011876484
2023-08-25,2023-09-29,PUT,440.79,420.0,2.3,2.31,2.305,11029,41369,35,0.0958904109589041,1.0495,ITM,17.2,0.055549999999999995,0.005488095238095238
2023-08-25,2023-09-29,PUT,440.79,419.0,2.17,2.19,2.18,581,1845,35,0.0958904109589041,1.0520047732696896,ITM,17.2,0.055549999999999995,0.005202863961813843
2023-08-25,2023-09-29,PUT,440.79,418.0,2.06,2.07,2.065,830,3196,35,0.0958904109589041,1.0545215311004783,ITM,17.2,0.055549999999999995,0.004940191387559808
2023-08-25,2023-09-29,PUT,440.79,417.0,1.96,1.97,1.965,845,4970,35,0.0958904109589041,1.05705035971223,ITM,17.2,0.055549999999999995,0.004712230215827338
2023-08-25,2023-09-29,PUT,440.79,416.0,1.86,1.87,1.865,749,3341,35,0.0958904109589041,1.059591346153846,ITM,17.2,0.055549999999999995,0.004483173076923077
2023-08-25,2023-09-29,PUT,440.79,427.0,3.33,3.34,3.335,1799,2665,35,0.0958904109589041,1.032295081967213,ITM,17.2,0.055549999999999995,0.007810304449648712
2023-08-25,2023-09-29,PUT,440.79,428.0,3.51,3.53,3.52,1849,14736,35,0.0958904109589041,1.0298831775700934,ATM,17.2,0.055549999999999995,0.00822429906542056
2023-08-25,2023-09-29,PUT,440.79,437.0,5.73,5.75,5.74,3083,1022,35,0.0958904109589041,1.0086727688787185,ATM,17.2,0.055549999999999995,0.013135011441647597
2023-08-25,2023-09-29,PUT,440.79,436.0,5.42,5.44,5.43,4017,2581,35,0.0958904109589041,1.01098623853211,ATM,17.2,0.055549999999999995,0.012454128440366972
2023-08-25,2023-09-29,PUT,440.79,435.0,5.13,5.15,5.140000000000001,10749,48032,35,0.0958904109589041,1.0133103448275862,ATM,17.2,0.055549999999999995,0.01181609195402299
2023-08-25,2023-09-29,PUT,440.79,434.0,4.86,4.87,4.865,2816,29979,35,0.0958904109589041,1.0156451612903226,ATM,17.2,0.055549999999999995,0.011209677419354839
2023-08-25,2023-09-29,PUT,440.79,433.0,4.6,4.62,4.609999999999999,2646,1746,35,0.0958904109589041,1.0179907621247113,ATM,17.2,0.055549999999999995,0.010646651270207851
2023-08-25,2023-09-29,PUT,440.79,432.0,4.36,4.37,4.365,2440,5068,35,0.0958904109589041,1.020347222222222,ATM,17.2,0.055549999999999995,0.010104166666666668
2023-08-25,2023-09-29,PUT,440.79,431.0,4.13,4.14,4.135,3207,3308,35,0.0958904109589041,1.0227146171693735,ATM,17.2,0.055549999999999995,0.009593967517401391
2023-08-25,2023-09-29,PUT,440.79,430.0,3.91,3.93,3.92,7141,57744,35,0.0958904109589041,1.025093023255814,ATM,17.2,0.055549999999999995,0.009116279069767442
2023-08-25,2023-09-29,PUT,440.79,429.0,3.7,3.72,3.71,1943,1947,35,0.0958904109589041,1.0274825174825173,ATM,17.2,0.055549999999999995,0.008648018648018648
2023-08-25,2023-09-22,PUT,440.79,431.0,3.43,3.45,3.4400000000000004,1364,935,28,0.0767123287671232,1.0227146171693735,ATM,17.2,0.0556,0.007981438515081207
2023-08-25,2023-09-22,PUT,440.79,432.0,3.65,3.67,3.66,783,415,28,0.0767123287671232,1.020347222222222,ATM,17.2,0.0556,0.008472222222222223
2023-08-25,2023-09-22,PUT,440.79,433.0,3.89,3.91,3.9,1286,784,28,0.0767123287671232,1.0179907621247113,ATM,17.2,0.0556,0.009006928406466512
2023-08-25,2023-09-22,PUT,440.79,434.0,4.14,4.16,4.15,944,1385,28,0.0767123287671232,1.0156451612903226,ATM,17.2,0.0556,0.009562211981566822
2023-08-25,2023-09-29,PUT,440.79,445.0,9.0,9.02,9.01,561,20830,35,0.0958904109589041,0.9905393258426964,ATM,17.2,0.055549999999999995,0.020247191011235954
2023-08-25,2023-09-29,PUT,440.79,444.0,8.5,8.52,8.51,88,4710,35,0.0958904109589041,0.9927702702702702,ATM,17.2,0.055549999999999995,0.019166666666666665
2023-08-25,2023-09-29,PUT,440.79,443.0,8.03,8.05,8.04,124,1815,35,0.0958904109589041,0.9950112866817156,ATM,17.2,0.055549999999999995,0.018148984198645596
2023-08-25,2023-09-29,PUT,440.79,442.0,7.59,7.61,7.6,1409,16302,35,0.0958904109589041,0.997262443438914,ATM,17.2,0.055549999999999995,0.017194570135746604
2023-08-25,2023-09-29,PUT,440.79,441.0,7.17,7.19,7.18,704,1568,35,0.0958904109589041,0.9995238095238096,ATM,17.2,0.055549999999999995,0.016281179138321996
2023-08-25,2023-09-29,PUT,440.79,440.0,6.77,6.8,6.785,2887,31426,35,0.0958904109589041,1.0017954545454544,ATM,17.2,0.055549999999999995,0.015420454545454546
2023-08-25,2023-09-29,PUT,440.79,450.0,11.76,12.09,11.925,850,43087,35,0.0958904109589041,0.9795333333333331,ATM,17.2,0.055549999999999995,0.026500000000000003
2023-08-25,2023-09-29,PUT,440.79,451.0,12.36,12.95,12.655,18,3874,35,0.0958904109589041,0.977361419068736,ATM,17.2,0.055549999999999995,0.028059866962305984
2023-08-25,2023-09-29,PUT,440.79,460.0,19.44,20.34,19.89,33,2888,35,0.0958904109589041,0.9582391304347824,OTM,17.2,0.055549999999999995,0.04323913043478261
2023-08-25,2023-09-29,PUT,440.79,446.0,9.37,9.69,9.53,23,2832,35,0.0958904109589041,0.988318385650224,ATM,17.2,0.055549999999999995,0.021367713004484302
2023-08-25,2023-09-29,PUT,440.79,459.0,18.56,19.43,18.995,2,2148,35,0.0958904109589041,0.9603267973856208,OTM,17.2,0.055549999999999995,0.04138344226579521
2023-08-25,2023-09-29,PUT,440.79,457.0,16.85,17.68,17.265,2,3309,35,0.0958904109589041,0.9645295404814004,OTM,17.2,0.055549999999999995,0.03777899343544858
2023-08-25,2023-09-29,PUT,440.79,456.0,16.02,16.83,16.424999999999997,18,3287,35,0.0958904109589041,0.9666447368421052,OTM,17.2,0.055549999999999995,0.03601973684210526
2023-08-25,2023-09-29,PUT,440.79,455.0,15.24,16.01,15.625,7,4685,35,0.0958904109589041,0.9687692307692308,OTM,17.2,0.055549999999999995,0.034340659340659344
2023-08-25,2023-09-29,PUT,440.79,454.0,14.47,15.2,14.835,7,2981,35,0.0958904109589041,0.9709030837004404,ATM,17.2,0.055549999999999995,0.0326762114537445
2023-08-25,2023-09-29,PUT,440.79,453.0,13.72,14.42,14.07,10,4173,35,0.0958904109589041,0.973046357615894,ATM,17.2,0.055549999999999995,0.031059602649006625
2023-08-25,2023-09-29,PUT,440.79,452.0,13.0,13.67,13.335,10,2513,35,0.0958904109589041,0.9751991150442476,ATM,17.2,0.055549999999999995,0.02950221238938053
2023-08-25,2023-10-06,PUT,440.79,441.0,7.78,7.81,7.795,34,19,42,0.1150684931506849,0.9995238095238096,ATM,17.2,0.05548,0.017675736961451246
2023-08-25,2023-10-06,PUT,440.79,442.0,8.19,8.22,8.205,165,209,42,0.1150684931506849,0.997262443438914,ATM,17.2,0.05548,0.018563348416289593
2023-08-25,2023-10-20,PUT,440.79,419.0,3.51,3.53,3.52,92769,2116,56,0.1534246575342465,1.0520047732696896,ITM,17.2,0.05534,0.008400954653937948
2023-08-25,2023-09-29,PUT,440.79,458.0,17.68,18.55,18.115,25,1443,35,0.0958904109589041,0.962423580786026,OTM,17.2,0.055549999999999995,0.039552401746724884
2023-08-25,2023-09-29,PUT,440.79,447.0,9.92,10.25,10.085,43,1475,35,0.0958904109589041,0.9861073825503356,ATM,17.2,0.055549999999999995,0.022561521252796424
2023-08-25,2023-09-29,PUT,440.79,448.0,10.49,10.84,10.665,37,3787,35,0.0958904109589041,0.98390625,ATM,17.2,0.055549999999999995,0.023805803571428568
2023-08-25,2023-09-29,PUT,440.79,449.0,11.02,11.59,11.305,7,686,35,0.0958904109589041,0.9817149220489976,ATM,17.2,0.055549999999999995,0.02517817371937639
2023-08-25,2023-08-31,PUT,4413.905,4570.0,151.5,155.5,153.5,43,640,6,0.0164383561643835,0.965843544857768,OTM,17.2,0.0556,0.033588621444201314
2023-08-25,2023-10-06,PUT,440.79,430.0,4.48,4.5,4.49,621,180,42,0.1150684931506849,1.025093023255814,ATM,17.2,0.05548,0.01044186046511628
2023-08-25,2023-10-06,PUT,440.79,425.0,3.51,3.53,3.52,2835,1251,42,0.1150684931506849,1.0371529411764706,ITM,17.2,0.05548,0.00828235294117647
2023-08-25,2023-10-06,PUT,440.79,420.0,2.75,2.77,2.76,417,131,42,0.1150684931506849,1.0495,ITM,17.2,0.05548,0.006571428571428571
2023-08-25,2023-10-06,PUT,440.79,415.0,2.17,2.19,2.18,763,526,42,0.1150684931506849,1.0621445783132528,ITM,17.2,0.05548,0.0052530120481927714
2023-08-25,2023-10-06,PUT,440.79,410.0,1.72,1.73,1.725,454,368,42,0.1150684931506849,1.0750975609756095,ITM,17.2,0.05548,0.004207317073170732
2023-08-25,2023-10-06,PUT,440.79,405.0,1.36,1.38,1.37,251,141,42,0.1150684931506849,1.0883703703703702,ITM,17.2,0.05548,0.0033827160493827163
2023-08-25,2023-09-29,PUT,440.79,465.0,24.05,25.03,24.54,48,1262,35,0.0958904109589041,0.9479354838709676,OTM,17.2,0.055549999999999995,0.0527741935483871
2023-08-25,2023-10-06,PUT,440.79,431.0,4.71,4.73,4.720000000000001,134,63,42,0.1150684931506849,1.0227146171693735,ATM,17.2,0.05548,0.010951276102088169
2023-08-25,2023-10-06,PUT,440.79,432.0,4.94,4.97,4.955,171,17,42,0.1150684931506849,1.020347222222222,ATM,17.2,0.05548,0.011469907407407408
2023-08-25,2023-10-06,PUT,440.79,440.0,7.39,7.42,7.404999999999999,524,243,42,0.1150684931506849,1.0017954545454544,ATM,17.2,0.05548,0.016829545454545455
2023-08-25,2023-10-06,PUT,440.79,439.0,7.02,7.05,7.035,482,124,42,0.1150684931506849,1.0040774487471524,ATM,17.2,0.05548,0.0160250569476082
2023-08-25,2023-10-06,PUT,440.79,438.0,6.67,6.7,6.6850000000000005,505,202,42,0.1150684931506849,1.0063698630136986,ATM,17.2,0.05548,0.015262557077625572
2023-08-25,2023-10-06,PUT,440.79,437.5,6.51,6.54,6.525,365,4,42,0.1150684931506849,1.00752,ATM,17.2,0.05548,0.014914285714285715
2023-08-25,2023-10-06,PUT,440.79,437.0,6.35,6.37,6.359999999999999,388,84,42,0.1150684931506849,1.0086727688787185,ATM,17.2,0.05548,0.014553775743707092
2023-08-25,2023-10-06,PUT,440.79,436.0,6.03,6.06,6.045,178,100,42,0.1150684931506849,1.01098623853211,ATM,17.2,0.05548,0.013864678899082569
2023-08-25,2023-10-06,PUT,440.79,435.0,5.74,5.76,5.75,970,250,42,0.1150684931506849,1.0133103448275862,ATM,17.2,0.05548,0.013218390804597701
2023-08-25,2023-10-06,PUT,440.79,434.0,5.46,5.49,5.475,256,318,42,0.1150684931506849,1.0156451612903226,ATM,17.2,0.05548,0.012615207373271889
2023-08-25,2023-10-06,PUT,440.79,433.0,5.2,5.22,5.21,369,111,42,0.1150684931506849,1.0179907621247113,ATM,17.2,0.05548,0.012032332563510393
2023-08-25,2023-10-06,PUT,440.79,432.5,5.07,5.09,5.08,27,19,42,0.1150684931506849,1.0191676300578034,ATM,17.2,0.05548,0.011745664739884393
2023-08-25,2023-09-29,PUT,440.79,462.0,21.25,22.18,21.715,1,216,35,0.0958904109589041,0.954090909090909,OTM,17.2,0.055549999999999995,0.047002164502164503
2023-08-25,2023-10-20,PUT,440.79,418.0,3.37,3.39,3.38,49495,15725,56,0.1534246575342465,1.0545215311004783,ITM,17.2,0.05534,0.008086124401913876
2023-08-25,2023-12-15,PUT,440.79,446.0,14.35,14.64,14.495,58,1513,112,0.3068493150684931,0.988318385650224,ATM,17.2,0.055964516129032256,0.0325
2023-08-25,2023-10-20,PUT,440.79,417.0,3.24,3.26,3.25,471,54889,56,0.1534246575342465,1.05705035971223,ITM,17.2,0.05534,0.0077937649880095924
2023-08-25,2023-10-20,PUT,440.79,420.0,3.66,3.68,3.67,44516,80835,56,0.1534246575342465,1.0495,ITM,17.2,0.05534,0.008738095238095238
2023-08-25,2023-10-06,PUT,440.79,444.0,9.08,9.11,9.095,106,61,42,0.1150684931506849,0.9927702702702702,ATM,17.2,0.05548,0.020484234234234237
2023-08-25,2023-10-06,PUT,440.79,443.0,8.62,8.66,8.64,1172,94,42,0.1150684931506849,0.9950112866817156,ATM,17.2,0.05548,0.019503386004514674
2023-08-25,2023-10-06,PUT,440.79,442.5,8.4,8.44,8.42,320,81,42,0.1150684931506849,0.996135593220339,ATM,17.2,0.05548,0.01902824858757062
2023-08-25,2023-10-06,PUT,440.79,451.0,12.73,13.37,13.05,4,1,42,0.1150684931506849,0.977361419068736,ATM,17.2,0.05548,0.028935698447893572
2023-08-25,2023-10-20,PUT,440.79,407.0,2.18,2.19,2.185,549,1063,56,0.1534246575342465,1.083022113022113,ITM,17.2,0.05534,0.005368550368550369
2023-08-25,2023-10-20,PUT,440.79,406.0,2.09,2.11,2.1,1051,21678,56,0.1534246575342465,1.0856896551724138,ITM,17.2,0.05534,0.005172413793103448
2023-08-25,2023-10-20,PUT,440.79,405.0,2.01,2.03,2.02,2912,27853,56,0.1534246575342465,1.0883703703703702,ITM,17.2,0.05534,0.004987654320987654
2023-08-25,2023-10-20,PUT,440.79,404.0,1.94,1.95,1.945,745,1216,56,0.1534246575342465,1.0910643564356437,ITM,17.2,0.05534,0.004814356435643564
2023-08-25,2023-10-20,PUT,440.79,403.0,1.87,1.88,1.875,573,5145,56,0.1534246575342465,1.0937717121588089,ITM,17.2,0.05534,0.004652605459057072
2023-08-25,2023-10-06,PUT,440.79,445.0,9.57,9.59,9.58,37,38,42,0.1150684931506849,0.9905393258426964,ATM,17.2,0.05548,0.02152808988764045
2023-08-25,2023-10-20,PUT,440.79,402.0,1.8,1.81,1.805,909,1796,56,0.1534246575342465,1.0964925373134329,ITM,17.2,0.05534,0.004490049751243781
2023-08-25,2023-10-06,PUT,440.79,455.0,15.54,16.3,15.92,2,3,42,0.1150684931506849,0.9687692307692308,OTM,17.2,0.05548,0.03498901098901099
2023-08-25,2023-10-20,PUT,440.79,432.0,6.03,6.05,6.04,957,6809,56,0.1534246575342465,1.020347222222222,ATM,17.2,0.05534,0.013981481481481482
2023-08-25,2023-09-29,PUT,440.79,439.0,6.4,6.43,6.415,1351,1013,35,0.0958904109589041,1.0040774487471524,ATM,17.2,0.055549999999999995,0.014612756264236903
2023-08-25,2023-09-29,PUT,440.79,438.0,6.06,6.08,6.07,3742,5620,35,0.0958904109589041,1.0063698630136986,ATM,17.2,0.055549999999999995,0.013858447488584476
2023-08-25,2023-09-22,PUT,440.79,438.0,5.34,5.36,5.35,2443,1611,28,0.0767123287671232,1.0063698630136986,ATM,17.2,0.0556,0.012214611872146118
2023-08-25,2023-09-22,PUT,440.79,437.5,5.17,5.19,5.18,560,332,28,0.0767123287671232,1.00752,ATM,17.2,0.0556,0.01184
2023-08-25,2023-09-22,PUT,440.79,437.0,5.01,5.03,5.02,1030,649,28,0.0767123287671232,1.0086727688787185,ATM,17.2,0.0556,0.011487414187643019
2023-08-25,2023-09-22,PUT,440.79,436.0,4.7,4.72,4.71,1030,1160,28,0.0767123287671232,1.01098623853211,ATM,17.2,0.0556,0.010802752293577982
2023-08-25,2023-09-22,PUT,440.79,439.0,5.69,5.71,5.7,709,646,28,0.0767123287671232,1.0040774487471524,ATM,17.2,0.0556,0.012984054669703872
2023-08-25,2023-10-20,PUT,440.79,401.0,1.73,1.75,1.74,565,4501,56,0.1534246575342465,1.099226932668329,ITM,17.2,0.05534,0.004339152119700748
2023-08-25,2023-10-06,PUT,440.79,446.0,10.07,10.1,10.085,5,5,42,0.1150684931506849,0.988318385650224,ATM,17.2,0.05548,0.022612107623318386
2023-08-25,2023-10-06,PUT,440.79,447.0,10.36,10.88,10.62,6,3,42,0.1150684931506849,0.9861073825503356,ATM,17.2,0.05548,0.023758389261744964
2023-08-25,2023-10-06,PUT,440.79,447.5,10.63,11.17,10.9,10,3,42,0.1150684931506849,0.9850055865921789,ATM,17.2,0.05548,0.02435754189944134
2023-08-25,2023-10-20,PUT,440.79,414.0,2.87,2.88,2.875,1049,4014,56,0.1534246575342465,1.0647101449275362,ITM,17.2,0.05534,0.006944444444444444
2023-08-25,2023-10-20,PUT,440.79,413.0,2.76,2.77,2.765,3244,20743,56,0.1534246575342465,1.0672881355932202,ITM,17.2,0.05534,0.006694915254237288
2023-08-25,2023-10-20,PUT,440.79,412.0,2.65,2.66,2.655,544,1390,56,0.1534246575342465,1.069878640776699,ITM,17.2,0.05534,0.006444174757281553
2023-08-25,2023-10-20,PUT,440.79,411.0,2.54,2.56,2.55,443,3801,56,0.1534246575342465,1.0724817518248175,ITM,17.2,0.05534,0.0062043795620437955
2023-08-25,2023-10-20,PUT,440.79,410.0,2.45,2.46,2.455,10820,80467,56,0.1534246575342465,1.0750975609756095,ITM,17.2,0.05534,0.005987804878048781
2023-08-25,2023-10-20,PUT,440.79,415.0,2.99,3.0,2.995,145567,97869,56,0.1534246575342465,1.0621445783132528,ITM,17.2,0.05534,0.007216867469879518
2023-08-25,2023-10-20,PUT,440.79,421.0,3.81,3.83,3.82,978,9003,56,0.1534246575342465,1.0470071258907363,ITM,17.2,0.05534,0.009073634204275535
2023-08-25,2023-10-20,PUT,440.79,431.0,5.78,5.8,5.79,1010,2794,56,0.1534246575342465,1.0227146171693735,ATM,17.2,0.05534,0.013433874709976798
2023-08-25,2023-10-20,PUT,440.79,430.0,5.55,5.57,5.5600000000000005,13874,100063,56,0.1534246575342465,1.025093023255814,ATM,17.2,0.05534,0.012930232558139536
2023-08-25,2023-10-20,PUT,440.79,429.0,5.32,5.34,5.33,647,20690,56,0.1534246575342465,1.0274825174825173,ATM,17.2,0.05534,0.012424242424242424
2023-08-25,2023-10-20,PUT,440.79,428.0,5.1,5.12,5.109999999999999,909,28753,56,0.1534246575342465,1.0298831775700934,ATM,17.2,0.05534,0.011939252336448597
2023-08-25,2023-10-20,PUT,440.79,427.0,4.89,4.91,4.9,427,10743,56,0.1534246575342465,1.032295081967213,ITM,17.2,0.05534,0.011475409836065575
2023-08-25,2023-10-20,PUT,440.79,426.0,4.69,4.71,4.7,648,43295,56,0.1534246575342465,1.0347183098591548,ITM,17.2,0.05534,0.011032863849765259
2023-08-25,2023-10-20,PUT,440.79,425.0,4.5,4.52,4.51,6222,44105,56,0.1534246575342465,1.0371529411764706,ITM,17.2,0.05534,0.010611764705882352
2023-08-25,2023-10-20,PUT,440.79,424.0,4.31,4.33,4.32,1664,36717,56,0.1534246575342465,1.0395990566037736,ITM,17.2,0.05534,0.010188679245283019
2023-08-25,2023-10-20,PUT,440.79,423.0,4.14,4.16,4.15,2482,27633,56,0.1534246575342465,1.0420567375886525,ITM,17.2,0.05534,0.009810874704491726
2023-08-25,2023-10-20,PUT,440.79,422.0,3.97,3.99,3.98,1361,5071,56,0.1534246575342465,1.0445260663507108,ITM,17.2,0.05534,0.00943127962085308
2023-08-25,2023-10-20,PUT,440.79,409.0,2.35,2.37,2.3600000000000003,965,1406,56,0.1534246575342465,1.077726161369193,ITM,17.2,0.05534,0.005770171149144255
2023-08-25,2023-10-20,PUT,440.79,408.0,2.26,2.28,2.27,3598,5297,56,0.1534246575342465,1.0803676470588237,ITM,17.2,0.05534,0.0055637254901960784
2023-08-25,2023-10-06,PUT,440.79,450.0,12.1,12.7,12.4,6,19,42,0.1150684931506849,0.9795333333333331,ATM,17.2,0.05548,0.027555555555555555
2023-08-25,2023-10-06,PUT,440.79,449.0,11.49,12.06,11.775,2,1,42,0.1150684931506849,0.9817149220489976,ATM,17.2,0.05548,0.026224944320712696
2023-08-25,2023-10-20,PUT,440.79,416.0,3.11,3.12,3.115,898,22938,56,0.1534246575342465,1.059591346153846,ITM,17.2,0.05534,0.007487980769230769
2023-08-25,2023-08-29,PUT,4413.905,4120.0,0.2,0.25,0.225,41,35,4,0.010958904109589,1.0713361650485436,ITM,17.2,0.0556,5.4611650485436894e-05
2023-08-25,2023-12-15,PUT,440.79,445.0,14.04,14.15,14.095,131,10798,112,0.3068493150684931,0.9905393258426964,ATM,17.2,0.055964516129032256,0.03167415730337079
2023-08-25,2023-12-15,PUT,440.79,443.0,13.27,13.3,13.285,410,3932,112,0.3068493150684931,0.9950112866817156,ATM,17.2,0.055964516129032256,0.029988713318284423
2023-08-25,2023-10-20,PUT,440.79,447.0,11.58,11.61,11.595,77,489,56,0.1534246575342465,0.9861073825503356,ATM,17.2,0.05534,0.02593959731543624
2023-08-25,2023-10-20,PUT,440.79,446.0,11.08,11.1,11.09,93,4530,56,0.1534246575342465,0.988318385650224,ATM,17.2,0.05534,0.024865470852017936
2023-08-25,2023-12-15,PUT,440.79,408.0,5.19,5.21,5.2,23,10455,112,0.3068493150684931,1.0803676470588237,ITM,17.2,0.055964516129032256,0.012745098039215686
2023-08-25,2023-11-17,PUT,440.79,412.0,4.22,4.25,4.234999999999999,392,2093,84,0.2301369863013698,1.069878640776699,ITM,17.2,0.055919354838709676,0.010279126213592232
2023-08-25,2023-11-17,PUT,440.79,414.0,4.49,4.51,4.5,314,4075,84,0.2301369863013698,1.0647101449275362,ITM,17.2,0.055919354838709676,0.010869565217391304
2023-08-25,2023-11-17,PUT,440.79,455.0,17.49,18.17,17.83,34,11485,84,0.2301369863013698,0.9687692307692308,OTM,17.2,0.055919354838709676,0.039186813186813184
2023-08-25,2023-11-17,PUT,440.79,454.0,16.86,17.53,17.195,3,27,84,0.2301369863013698,0.9709030837004404,ATM,17.2,0.055919354838709676,0.03787444933920705
2023-08-25,2023-11-17,PUT,440.79,452.0,15.69,16.31,16.0,3,203,84,0.2301369863013698,0.9751991150442476,ATM,17.2,0.055919354838709676,0.035398230088495575
2023-08-25,2023-11-17,PUT,440.79,450.0,14.78,14.99,14.885,73,17227,84,0.2301369863013698,0.9795333333333331,ATM,17.2,0.055919354838709676,0.033077777777777775
2023-08-25,2023-10-20,PUT,440.79,448.0,11.9,12.33,12.115,22,4783,56,0.1534246575342465,0.98390625,ATM,17.2,0.05534,0.027042410714285713
2023-08-25,2023-11-17,PUT,440.79,456.0,18.13,18.84,18.485,1,55,84,0.2301369863013698,0.9666447368421052,OTM,17.2,0.055919354838709676,0.040537280701754386
2023-08-25,2023-11-17,PUT,440.79,445.0,12.45,12.48,12.465,1129,15687,84,0.2301369863013698,0.9905393258426964,ATM,17.2,0.055919354838709676,0.02801123595505618
2023-08-25,2023-11-17,PUT,440.79,444.0,12.02,12.05,12.035,194,538,84,0.2301369863013698,0.9927702702702702,ATM,17.2,0.055919354838709676,0.027105855855855857
