date,expiration,option_type,S,strike,bid,ask,market_price,volume,open_interest,days_to_expiration,T,moneyness,moneyness_category,sigma,r,market_price_over_K
2023-08-25,2023-09-29,CALL,440.79,429.0,15.98,16.57,16.275,38,351,35,0.0958904109589041,1.0274825174825173,ATM,17.2,0.055549999999999995,0.037937062937062935
2023-08-25,2023-09-29,CALL,440.79,424.0,20.09,20.83,20.46,2,248,35,0.0958904109589041,1.0395990566037736,ITM,17.2,0.055549999999999995,0.048254716981132074
2023-08-25,2023-09-29,CALL,440.79,423.0,20.94,21.7,21.32,8,152,35,0.0958904109589041,1.0420567375886525,ITM,17.2,0.055549999999999995,0.050401891252955085
2023-08-25,2023-09-29,CALL,440.79,422.0,21.81,22.57,22.19,9,49,35,0.0958904109589041,1.0445260663507108,ITM,17.2,0.055549999999999995,0.05258293838862559
2023-08-25,2023-09-29,CALL,440.79,420.0,23.55,24.34,23.945,8,5292,35,0.0958904109589041,1.0495,ITM,17.2,0.055549999999999995,0.057011904761904764
2023-08-25,2023-09-29,CALL,440.79,419.0,24.43,25.25,24.84,5,8,35,0.0958904109589041,1.0520047732696896,ITM,17.2,0.055549999999999995,0.05928400954653938
2023-08-25,2023-09-29,CALL,440.79,418.0,25.32,26.15,25.735,5,1871,35,0.0958904109589041,1.0545215311004783,ITM,17.2,0.055549999999999995,0.06156698564593301
2023-08-25,2023-09-29,CALL,440.79,421.0,22.67,23.46,23.065,10,6,35,0.0958904109589041,1.0470071258907363,ITM,17.2,0.055549999999999995,0.05478622327790974
2023-08-25,2023-09-29,CALL,440.79,428.0,16.78,17.4,17.09,15,31,35,0.0958904109589041,1.0298831775700934,ATM,17.2,0.055549999999999995,0.039929906542056075
2023-08-25,2023-09-29,CALL,440.79,438.0,9.52,9.56,9.54,568,440,35,0.0958904109589041,1.0063698630136986,ATM,17.2,0.055549999999999995,0.021780821917808217
2023-08-25,2023-09-29,CALL,440.79,437.0,10.17,10.27,10.22,260,4036,35,0.0958904109589041,1.0086727688787185,ATM,17.2,0.055549999999999995,0.023386727688787187
2023-08-25,2023-09-29,CALL,440.79,436.0,10.88,10.98,10.93,303,617,35,0.0958904109589041,1.01098623853211,ATM,17.2,0.055549999999999995,0.02506880733944954
2023-08-25,2023-09-29,CALL,440.79,435.0,11.6,11.68,11.64,143,9299,35,0.0958904109589041,1.0133103448275862,ATM,17.2,0.055549999999999995,0.026758620689655174
2023-08-25,2023-09-29,CALL,440.79,434.0,12.33,12.44,12.385,55,366,35,0.0958904109589041,1.0156451612903226,ATM,17.2,0.055549999999999995,0.028536866359447004
2023-08-25,2023-09-29,CALL,440.79,433.0,13.08,13.19,13.135,12,4220,35,0.0958904109589041,1.0179907621247113,ATM,17.2,0.055549999999999995,0.03033487297921478
2023-08-25,2023-09-29,CALL,440.79,432.0,13.77,14.03,13.9,23,101,35,0.0958904109589041,1.020347222222222,ATM,17.2,0.055549999999999995,0.03217592592592593
2023-08-25,2023-09-29,CALL,440.79,431.0,14.54,14.81,14.675,12,146,35,0.0958904109589041,1.0227146171693735,ATM,17.2,0.055549999999999995,0.03404872389791183
2023-08-25,2023-09-29,CALL,440.79,430.0,15.34,15.56,15.45,80,8875,35,0.0958904109589041,1.025093023255814,ATM,17.2,0.055549999999999995,0.035930232558139534
2023-08-25,2023-09-29,CALL,440.79,415.0,28.03,28.89,28.46,3,3389,35,0.0958904109589041,1.0621445783132528,ITM,17.2,0.055549999999999995,0.06857831325301204
2023-08-25,2023-10-06,CALL,440.79,460.0,1.25,1.28,1.265,448,91,42,0.1150684931506849,0.9582391304347824,OTM,17.2,0.05548,0.00275
2023-08-25,2023-10-06,CALL,440.79,465.0,0.63,0.65,0.64,520,193,42,0.1150684931506849,0.9479354838709676,OTM,17.2,0.05548,0.0013763440860215055
2023-08-25,2023-10-06,CALL,440.79,470.0,0.31,0.32,0.315,159,50,42,0.1150684931506849,0.9378510638297872,OTM,17.2,0.05548,0.0006702127659574468
2023-08-25,2023-09-29,CALL,440.79,462.0,0.61,0.62,0.615,736,2301,35,0.0958904109589041,0.954090909090909,OTM,17.2,0.055549999999999995,0.0013311688311688312
2023-08-25,2023-09-29,CALL,440.79,449.0,3.54,3.57,3.555,834,7751,35,0.0958904109589041,0.9817149220489976,ATM,17.2,0.055549999999999995,0.00791759465478842
2023-08-25,2023-09-29,CALL,440.79,448.0,3.95,3.98,3.965,1359,1867,35,0.0958904109589041,0.98390625,ATM,17.2,0.055549999999999995,0.008850446428571428
2023-08-25,2023-09-29,CALL,440.79,447.0,4.39,4.42,4.404999999999999,1246,6071,35,0.0958904109589041,0.9861073825503356,ATM,17.2,0.055549999999999995,0.009854586129753913
2023-08-25,2023-09-29,CALL,440.79,446.0,4.85,4.88,4.865,1706,1712,35,0.0958904109589041,0.988318385650224,ATM,17.2,0.055549999999999995,0.010908071748878924
2023-08-25,2023-09-29,CALL,440.79,445.0,5.35,5.38,5.365,2646,15186,35,0.0958904109589041,0.9905393258426964,ATM,17.2,0.055549999999999995,0.012056179775280899
2023-08-25,2023-09-29,CALL,440.79,444.0,5.87,5.9,5.885,982,1462,35,0.0958904109589041,0.9927702702702702,ATM,17.2,0.055549999999999995,0.013254504504504504
2023-08-25,2023-09-29,CALL,440.79,443.0,6.42,6.45,6.4350000000000005,479,3209,35,0.0958904109589041,0.9950112866817156,ATM,17.2,0.055549999999999995,0.014525959367945825
2023-08-25,2023-09-29,CALL,440.79,442.0,6.99,7.03,7.01,330,891,35,0.0958904109589041,0.997262443438914,ATM,17.2,0.055549999999999995,0.01585972850678733
2023-08-25,2023-09-29,CALL,440.79,441.0,7.59,7.62,7.605,563,6614,35,0.0958904109589041,0.9995238095238096,ATM,17.2,0.055549999999999995,0.017244897959183676
2023-08-25,2023-09-29,CALL,440.79,450.0,3.17,3.19,3.18,4214,39553,35,0.0958904109589041,0.9795333333333331,ATM,17.2,0.055549999999999995,0.007066666666666667
2023-08-25,2023-10-06,CALL,440.79,441.0,8.62,8.67,8.645,108,93,42,0.1150684931506849,0.9995238095238096,ATM,17.2,0.05548,0.0196031746031746
2023-08-25,2023-09-29,CALL,440.79,461.0,0.71,0.72,0.715,283,4721,35,0.0958904109589041,0.9561605206073752,OTM,17.2,0.055549999999999995,0.0015509761388286334
2023-08-25,2023-09-29,CALL,440.79,460.0,0.82,0.84,0.83,1079,10827,35,0.0958904109589041,0.9582391304347824,OTM,17.2,0.055549999999999995,0.0018043478260869564
2023-08-25,2023-09-29,CALL,440.79,459.0,0.96,0.97,0.965,216,1773,35,0.0958904109589041,0.9603267973856208,OTM,17.2,0.055549999999999995,0.00210239651416122
2023-08-25,2023-09-29,CALL,440.79,458.0,1.11,1.13,1.12,693,2823,35,0.0958904109589041,0.962423580786026,OTM,17.2,0.055549999999999995,0.002445414847161572
2023-08-25,2023-09-29,CALL,440.79,457.0,1.28,1.3,1.29,351,3383,35,0.0958904109589041,0.9645295404814004,OTM,17.2,0.055549999999999995,0.002822757111597374
2023-08-25,2023-09-29,CALL,440.79,463.0,0.52,0.53,0.525,681,3702,35,0.0958904109589041,0.9520302375809936,OTM,17.2,0.055549999999999995,0.0011339092872570194
2023-08-25,2023-09-29,CALL,440.79,456.0,1.47,1.49,1.48,635,5494,35,0.0958904109589041,0.9666447368421052,OTM,17.2,0.055549999999999995,0.003245614035087719
2023-08-25,2023-09-29,CALL,440.79,464.0,0.44,0.46,0.45,292,2841,35,0.0958904109589041,0.949978448275862,OTM,17.2,0.055549999999999995,0.0009698275862068965
2023-08-25,2023-10-06,CALL,440.79,434.0,13.14,13.63,13.385000000000002,103,1,42,0.1150684931506849,1.0156451612903226,ATM,17.2,0.05548,0.030841013824884796
2023-08-25,2023-09-29,CALL,440.79,473.0,0.12,0.13,0.125,104,2409,35,0.0958904109589041,0.9319027484143764,OTM,17.2,0.055549999999999995,0.0002642706131078224
2023-08-25,2023-09-29,CALL,440.79,471.0,0.15,0.16,0.155,16,2088,35,0.0958904109589041,0.9358598726114647,OTM,17.2,0.055549999999999995,0.00032908704883227177
2023-08-25,2023-09-29,CALL,440.79,470.0,0.18,0.19,0.185,128,6619,35,0.0958904109589041,0.9378510638297872,OTM,17.2,0.055549999999999995,0.00039361702127659574
2023-08-25,2023-09-29,CALL,440.79,469.0,0.21,0.22,0.215,40,1889,35,0.0958904109589041,0.9398507462686566,OTM,17.2,0.055549999999999995,0.0004584221748400853
2023-08-25,2023-09-29,CALL,440.79,468.0,0.24,0.25,0.245,71,3192,35,0.0958904109589041,0.9418589743589744,OTM,17.2,0.055549999999999995,0.0005235042735042735
2023-08-25,2023-09-29,CALL,440.79,467.0,0.28,0.29,0.285,594,2616,35,0.0958904109589041,0.9438758029978586,OTM,17.2,0.055549999999999995,0.0006102783725910063
2023-08-25,2023-09-29,CALL,440.79,466.0,0.33,0.34,0.335,142,4766,35,0.0958904109589041,0.945901287553648,OTM,17.2,0.055549999999999995,0.0007188841201716739
2023-08-25,2023-09-29,CALL,440.79,465.0,0.38,0.39,0.385,460,13267,35,0.0958904109589041,0.9479354838709676,OTM,17.2,0.055549999999999995,0.0008279569892473118
2023-08-25,2023-09-29,CALL,440.79,472.0,0.13,0.14,0.135,55,3576,35,0.0958904109589041,0.9338771186440676,OTM,17.2,0.055549999999999995,0.0002860169491525424
2023-08-25,2023-10-06,CALL,440.79,432.0,14.62,15.14,14.88,7,1,42,0.1150684931506849,1.020347222222222,ATM,17.2,0.05548,0.034444444444444444
2023-08-25,2023-10-06,CALL,440.79,440.0,9.25,9.28,9.265,347,65,42,0.1150684931506849,1.0017954545454544,ATM,17.2,0.05548,0.021056818181818183
2023-08-25,2023-10-06,CALL,440.79,439.0,9.89,9.94,9.915,208,23,42,0.1150684931506849,1.0040774487471524,ATM,17.2,0.05548,0.02258542141230068
2023-08-25,2023-10-06,CALL,440.79,438.0,10.55,10.59,10.57,309,42,42,0.1150684931506849,1.0063698630136986,ATM,17.2,0.05548,0.0241324200913242
2023-08-25,2023-10-06,CALL,440.79,437.5,10.89,10.94,10.915,22,7,42,0.1150684931506849,1.00752,ATM,17.2,0.05548,0.024948571428571428
2023-08-25,2023-10-06,CALL,440.79,437.0,11.03,11.47,11.25,18,24,42,0.1150684931506849,1.0086727688787185,ATM,17.2,0.05548,0.02574370709382151
2023-08-25,2023-10-06,CALL,440.79,436.0,11.72,12.18,11.95,28,3,42,0.1150684931506849,1.01098623853211,ATM,17.2,0.05548,0.027408256880733943
2023-08-25,2023-10-06,CALL,440.79,435.0,12.43,12.9,12.665,69,8,42,0.1150684931506849,1.0133103448275862,ATM,17.2,0.05548,0.02911494252873563
2023-08-25,2023-10-06,CALL,440.79,433.0,13.88,14.38,14.13,21,1,42,0.1150684931506849,1.0179907621247113,ATM,17.2,0.05548,0.03263279445727483
2023-08-25,2023-09-29,CALL,440.79,455.0,1.69,1.71,1.7,2693,16934,35,0.0958904109589041,0.9687692307692308,OTM,17.2,0.055549999999999995,0.0037362637362637363
2023-08-25,2023-09-29,CALL,440.79,454.0,1.93,1.95,1.94,693,4624,35,0.0958904109589041,0.9709030837004404,ATM,17.2,0.055549999999999995,0.004273127753303965
2023-08-25,2023-09-29,CALL,440.79,453.0,2.2,2.22,2.21,966,6957,35,0.0958904109589041,0.973046357615894,ATM,17.2,0.055549999999999995,0.004878587196467991
2023-08-25,2023-10-20,CALL,440.79,409.0,35.69,36.48,36.085,1,42,56,0.1534246575342465,1.077726161369193,ITM,17.2,0.05534,0.08822738386308068
2023-08-25,2023-10-20,CALL,440.79,408.0,36.56,37.39,36.975,2,11,56,0.1534246575342465,1.0803676470588237,ITM,17.2,0.05534,0.090625
2023-08-25,2023-10-06,CALL,440.79,450.0,4.0,4.04,4.02,171,350,42,0.1150684931506849,0.9795333333333331,ATM,17.2,0.05548,0.008933333333333333
2023-08-25,2023-10-06,CALL,440.79,449.0,4.41,4.45,4.43,70,2,42,0.1150684931506849,0.9817149220489976,ATM,17.2,0.05548,0.009866369710467705
2023-08-25,2023-10-06,CALL,440.79,448.0,4.85,4.89,4.869999999999999,14,10,42,0.1150684931506849,0.98390625,ATM,17.2,0.05548,0.010870535714285713
2023-08-25,2023-10-06,CALL,440.79,447.5,5.08,5.12,5.1,9,193,42,0.1150684931506849,0.9850055865921789,ATM,17.2,0.05548,0.011396648044692736
2023-08-25,2023-10-06,CALL,440.79,447.0,5.32,5.36,5.34,15,7,42,0.1150684931506849,0.9861073825503356,ATM,17.2,0.05548,0.011946308724832214
2023-08-25,2023-10-06,CALL,440.79,446.0,5.81,5.85,5.83,58,10,42,0.1150684931506849,0.988318385650224,ATM,17.2,0.05548,0.013071748878923766
2023-08-25,2023-10-06,CALL,440.79,445.0,6.33,6.36,6.345000000000001,518,50,42,0.1150684931506849,0.9905393258426964,ATM,17.2,0.05548,0.014258426966292136
2023-08-25,2023-10-06,CALL,440.79,444.0,6.87,6.9,6.885,131,19,42,0.1150684931506849,0.9927702702702702,ATM,17.2,0.05548,0.015506756756756756
2023-08-25,2023-10-06,CALL,440.79,443.0,7.43,7.48,7.455,32,10,42,0.1150684931506849,0.9950112866817156,ATM,17.2,0.05548,0.016828442437923252
2023-08-25,2023-10-06,CALL,440.79,442.5,7.72,7.77,7.744999999999999,20,6,42,0.1150684931506849,0.996135593220339,ATM,17.2,0.05548,0.01750282485875706
2023-08-25,2023-10-06,CALL,440.79,451.0,3.61,3.65,3.63,226,106,42,0.1150684931506849,0.977361419068736,ATM,17.2,0.05548,0.008048780487804878
2023-08-25,2023-10-06,CALL,440.79,442.0,8.01,8.05,8.030000000000001,94,11,42,0.1150684931506849,0.997262443438914,ATM,17.2,0.05548,0.01816742081447964
2023-08-25,2023-10-06,CALL,440.79,452.5,3.09,3.12,3.105,2,17,42,0.1150684931506849,0.974121546961326,ATM,17.2,0.05548,0.006861878453038674
2023-08-25,2023-10-20,CALL,440.79,402.0,42.03,42.89,42.46,2,51,56,0.1534246575342465,1.0964925373134329,ITM,17.2,0.05534,0.10562189054726369
2023-08-25,2023-10-06,CALL,440.79,475.0,0.15,0.17,0.16,62,146,42,0.1150684931506849,0.927978947368421,OTM,17.2,0.05548,0.0003368421052631579
2023-08-25,2023-10-20,CALL,440.79,424.0,22.77,23.39,23.08,13,295,56,0.1534246575342465,1.0395990566037736,ITM,17.2,0.05534,0.05443396226415094
2023-08-25,2023-10-20,CALL,440.79,425.0,22.09,22.38,22.235,504,12772,56,0.1534246575342465,1.0371529411764706,ITM,17.2,0.05534,0.05231764705882353
2023-08-25,2023-10-20,CALL,440.79,426.0,21.17,21.6,21.385,186,480,56,0.1534246575342465,1.0347183098591548,ITM,17.2,0.05534,0.05019953051643193
2023-08-25,2023-10-20,CALL,440.79,427.0,20.54,20.78,20.66,4,373,56,0.1534246575342465,1.032295081967213,ITM,17.2,0.05534,0.04838407494145199
2023-08-25,2023-09-29,CALL,440.79,452.0,2.49,2.51,2.5,8202,2580,35,0.0958904109589041,0.9751991150442476,ATM,17.2,0.055549999999999995,0.0055309734513274336
2023-08-25,2023-09-29,CALL,440.79,451.0,2.81,2.84,2.825,1192,2157,35,0.0958904109589041,0.977361419068736,ATM,17.2,0.055549999999999995,0.0062638580931263866
2023-08-25,2023-09-29,CALL,440.79,440.0,8.21,8.24,8.225000000000001,2424,13883,35,0.0958904109589041,1.0017954545454544,ATM,17.2,0.055549999999999995,0.01869318181818182
2023-08-25,2023-10-20,CALL,440.79,420.0,26.19,26.67,26.43,100,11305,56,0.1534246575342465,1.0495,ITM,17.2,0.05534,0.06292857142857143
2023-08-25,2023-10-20,CALL,440.79,419.0,26.93,27.63,27.28,11,3,56,0.1534246575342465,1.0520047732696896,ITM,17.2,0.05534,0.0651073985680191
2023-08-25,2023-10-20,CALL,440.79,418.0,27.78,28.5,28.14,2,8,56,0.1534246575342465,1.0545215311004783,ITM,17.2,0.05534,0.06732057416267943
2023-08-25,2023-10-20,CALL,440.79,417.0,28.63,29.36,28.995,2,13,56,0.1534246575342465,1.05705035971223,ITM,17.2,0.05534,0.06953237410071943
2023-08-25,2023-10-20,CALL,440.79,416.0,29.49,30.24,29.865,1,21,56,0.1534246575342465,1.059591346153846,ITM,17.2,0.05534,0.07179086538461538
2023-08-25,2023-09-29,CALL,440.79,405.0,37.34,38.28,37.81,3,1101,35,0.0958904109589041,1.0883703703703702,ITM,17.2,0.055549999999999995,0.09335802469135802
2023-08-25,2023-10-20,CALL,440.79,415.0,30.36,31.12,30.74,5,9565,56,0.1534246575342465,1.0621445783132528,ITM,17.2,0.05534,0.0740722891566265
2023-08-25,2023-10-20,CALL,440.79,410.0,34.77,35.57,35.17,98,2466,56,0.1534246575342465,1.0750975609756095,ITM,17.2,0.05534,0.08578048780487806
2023-08-25,2023-10-20,CALL,440.79,421.0,25.25,25.9,25.575,1,2118,56,0.1534246575342465,1.0470071258907363,ITM,17.2,0.05534,0.06074821852731591
2023-08-25,2023-10-20,CALL,440.79,422.0,24.42,25.05,24.735,4,42,56,0.1534246575342465,1.0445260663507108,ITM,17.2,0.05534,0.05861374407582938
2023-08-25,2023-10-20,CALL,440.79,432.0,16.74,16.84,16.79,94,198,56,0.1534246575342465,1.020347222222222,ATM,17.2,0.05534,0.038865740740740735
2023-08-25,2023-10-20,CALL,440.79,431.0,17.44,17.66,17.55,15,173,56,0.1534246575342465,1.0227146171693735,ATM,17.2,0.05534,0.04071925754060325
2023-08-25,2023-10-20,CALL,440.79,430.0,18.27,18.37,18.32,1795,16204,56,0.1534246575342465,1.025093023255814,ATM,17.2,0.05534,0.0426046511627907
2023-08-25,2023-10-20,CALL,440.79,429.0,18.97,19.2,19.085,2,124,56,0.1534246575342465,1.0274825174825173,ATM,17.2,0.05534,0.044487179487179486
2023-08-25,2023-10-20,CALL,440.79,428.0,19.75,19.96,19.855,2,36,56,0.1534246575342465,1.0298831775700934,ATM,17.2,0.05534,0.04639018691588785
2023-08-25,2023-10-20,CALL,440.79,413.0,32.11,32.88,32.495000000000005,1,15,56,0.1534246575342465,1.0672881355932202,ITM,17.2,0.05534,0.07868038740920098
2023-08-25,2023-09-22,CALL,440.79,468.0,0.13,0.14,0.135,31,270,28,0.0767123287671232,0.9418589743589744,OTM,17.2,0.0556,0.0002884615384615385
2023-08-25,2023-09-22,CALL,440.79,467.0,0.15,0.16,0.155,22,121,28,0.0767123287671232,0.9438758029978586,OTM,17.2,0.0556,0.00033190578158458244
2023-08-25,2023-09-22,CALL,440.79,466.0,0.18,0.19,0.185,48,386,28,0.0767123287671232,0.945901287553648,OTM,17.2,0.0556,0.0003969957081545064
2023-08-25,2023-10-20,CALL,440.79,462.0,1.8,1.82,1.81,5550,7327,56,0.1534246575342465,0.954090909090909,OTM,17.2,0.05534,0.003917748917748918
2023-08-25,2023-10-20,CALL,440.79,461.0,2.01,2.03,2.02,517,3972,56,0.1534246575342465,0.9561605206073752,OTM,17.2,0.05534,0.00438177874186551
2023-08-25,2023-10-20,CALL,440.79,460.0,2.23,2.25,2.24,3870,24646,56,0.1534246575342465,0.9582391304347824,OTM,17.2,0.05534,0.004869565217391305
2023-08-25,2023-10-20,CALL,440.79,459.0,2.47,2.49,2.4800000000000004,368,2624,56,0.1534246575342465,0.9603267973856208,OTM,17.2,0.05534,0.005403050108932462
2023-08-25,2023-10-20,CALL,440.79,458.0,2.74,2.76,2.75,835,6434,56,0.1534246575342465,0.962423580786026,OTM,17.2,0.05534,0.006004366812227074
2023-08-25,2023-10-20,CALL,440.79,474.0,0.44,0.46,0.45,214,4563,56,0.1534246575342465,0.9299367088607594,OTM,17.2,0.05534,0.000949367088607595
2023-08-25,2023-10-20,CALL,440.79,475.0,0.39,0.41,0.4,578,20313,56,0.1534246575342465,0.927978947368421,OTM,17.2,0.05534,0.0008421052631578948
2023-08-25,2023-11-17,CALL,440.79,410.0,38.12,38.85,38.485,5,117,84,0.2301369863013698,1.0750975609756095,ITM,17.2,0.055919354838709676,0.09386585365853659
2023-08-25,2023-10-20,CALL,440.79,486.0,0.12,0.13,0.125,3,1528,56,0.1534246575342465,0.9069753086419752,OTM,17.2,0.05534,0.000257201646090535
2023-08-25,2023-10-20,CALL,440.79,485.0,0.13,0.14,0.135,55,11171,56,0.1534246575342465,0.9088453608247422,OTM,17.2,0.05534,0.00027835051546391755
2023-08-25,2023-10-20,CALL,440.79,484.0,0.15,0.16,0.155,11,1627,56,0.1534246575342465,0.9107231404958676,OTM,17.2,0.05534,0.00032024793388429754
2023-08-25,2023-10-20,CALL,440.79,482.0,0.18,0.19,0.185,223,1544,56,0.1534246575342465,0.9145020746887966,OTM,17.2,0.05534,0.0003838174273858921
2023-08-25,2023-10-20,CALL,440.79,480.0,0.22,0.23,0.225,330,20513,56,0.1534246575342465,0.9183125,OTM,17.2,0.05534,0.00046875000000000004
2023-08-25,2023-10-20,CALL,440.79,478.0,0.28,0.29,0.285,119,3367,56,0.1534246575342465,0.9221548117154812,OTM,17.2,0.05534,0.0005962343096234309
2023-08-25,2023-10-20,CALL,440.79,476.0,0.35,0.36,0.355,479,11028,56,0.1534246575342465,0.9260294117647058,OTM,17.2,0.05534,0.000745798319327731
2023-08-25,2023-10-20,CALL,440.79,457.0,3.02,3.04,3.03,1192,2095,56,0.1534246575342465,0.9645295404814004,OTM,17.2,0.05534,0.0066301969365426695
2023-08-25,2023-10-20,CALL,440.79,456.0,3.32,3.35,3.335,1037,7193,56,0.1534246575342465,0.9666447368421052,OTM,17.2,0.05534,0.00731359649122807
2023-08-25,2023-10-20,CALL,440.79,463.0,1.62,1.63,1.625,215,2031,56,0.1534246575342465,0.9520302375809936,OTM,17.2,0.05534,0.003509719222462203
2023-08-25,2023-10-20,CALL,440.79,443.0,9.31,9.35,9.33,591,5562,56,0.1534246575342465,0.9950112866817156,ATM,17.2,0.05534,0.02106094808126411
2023-08-25,2023-10-20,CALL,440.79,472.0,0.56,0.58,0.5700000000000001,259,4220,56,0.1534246575342465,0.9338771186440676,OTM,17.2,0.05534,0.0012076271186440678
2023-08-25,2023-10-20,CALL,440.79,465.0,1.29,1.31,1.3,1351,21909,56,0.1534246575342465,0.9479354838709676,OTM,17.2,0.05534,0.002795698924731183
2023-08-25,2023-12-15,CALL,440.79,485.0,1.18,1.21,1.1949999999999998,107,8166,112,0.3068493150684931,0.9088453608247422,OTM,17.2,0.055964516129032256,0.0024639175257731957
2023-08-25,2023-12-15,CALL,440.79,487.0,1.01,1.03,1.02,3,2573,112,0.3068493150684931,0.9051129363449693,OTM,17.2,0.055964516129032256,0.0020944558521560574
2023-08-25,2023-09-01,CALL,238.33,237.5,6.2,6.3,6.25,24423,3543,7,0.0191780821917808,1.0034947368421052,ATM,17.2,0.0556,0.02631578947368421
2023-08-25,2023-09-01,CALL,238.33,235.0,7.65,7.7,7.675000000000001,36112,5606,7,0.0191780821917808,1.014170212765957,ATM,17.2,0.0556,0.03265957446808511
2023-08-25,2023-09-01,CALL,238.33,232.5,9.25,9.3,9.275,13139,2920,7,0.0191780821917808,1.0250752688172042,ATM,17.2,0.0556,0.03989247311827957
2023-08-25,2023-09-01,CALL,238.33,230.0,11.0,11.1,11.05,50173,6061,7,0.0191780821917808,1.0362173913043478,ITM,17.2,0.0556,0.04804347826086957
2023-08-25,2023-09-01,CALL,238.33,227.5,12.9,13.0,12.95,3377,2103,7,0.0191780821917808,1.0476043956043954,ITM,17.2,0.0556,0.056923076923076917
2023-08-25,2023-09-01,CALL,238.33,225.0,14.95,15.05,15.0,3075,3581,7,0.0191780821917808,1.0592444444444444,ITM,17.2,0.0556,0.06666666666666667
2023-08-25,2023-09-01,CALL,238.33,222.5,17.05,17.15,17.1,1516,1063,7,0.0191780821917808,1.0711460674157305,ITM,17.2,0.0556,0.07685393258426967
2023-08-25,2023-09-01,CALL,238.33,220.0,19.3,19.4,19.35,1718,2800,7,0.0191780821917808,1.0833181818181818,ITM,17.2,0.0556,0.08795454545454547
2023-08-25,2023-09-01,CALL,238.33,217.5,21.55,21.7,21.625,862,871,7,0.0191780821917808,1.0957701149425287,ITM,17.2,0.0556,0.09942528735632183
2023-08-25,2023-12-15,CALL,440.79,489.0,0.86,0.88,0.87,455,2557,112,0.3068493150684931,0.9014110429447852,OTM,17.2,0.055964516129032256,0.0017791411042944786
2023-08-25,2023-12-15,CALL,440.79,488.0,0.93,0.95,0.94,369,1997,112,0.3068493150684931,0.9032581967213114,OTM,17.2,0.055964516129032256,0.0019262295081967213
2023-08-25,2023-12-15,CALL,440.79,486.0,1.09,1.11,1.1,543,1989,112,0.3068493150684931,0.9069753086419752,OTM,17.2,0.055964516129032256,0.002263374485596708
2023-08-25,2023-10-20,CALL,440.79,470.0,0.72,0.73,0.725,3025,21758,56,0.1534246575342465,0.9378510638297872,OTM,17.2,0.05534,0.0015425531914893616
2023-08-25,2023-10-20,CALL,440.79,468.0,0.91,0.93,0.92,453,4658,56,0.1534246575342465,0.9418589743589744,OTM,17.2,0.05534,0.001965811965811966
2023-08-25,2023-10-20,CALL,440.79,466.0,1.15,1.17,1.16,449,5473,56,0.1534246575342465,0.945901287553648,OTM,17.2,0.05534,0.0024892703862660942
2023-08-25,2023-10-20,CALL,440.79,464.0,1.45,1.46,1.455,310,6067,56,0.1534246575342465,0.949978448275862,OTM,17.2,0.05534,0.0031357758620689656
2023-08-25,2023-10-20,CALL,440.79,442.0,9.91,9.95,9.93,1713,5939,56,0.1534246575342465,0.997262443438914,ATM,17.2,0.05534,0.02246606334841629
2023-08-25,2023-10-20,CALL,440.79,441.0,10.54,10.57,10.555,726,3236,56,0.1534246575342465,0.9995238095238096,ATM,17.2,0.05534,0.02393424036281179
2023-08-25,2023-10-20,CALL,440.79,440.0,11.17,11.2,11.185,3155,17456,56,0.1534246575342465,1.0017954545454544,ATM,17.2,0.05534,0.025420454545454548
2023-08-25,2023-11-17,CALL,440.79,448.0,10.02,10.07,10.045,153,1360,84,0.2301369863013698,0.98390625,ATM,17.2,0.055919354838709676,0.022421875
2023-08-25,2023-11-17,CALL,440.79,446.0,11.16,11.2,11.18,335,1985,84,0.2301369863013698,0.988318385650224,ATM,17.2,0.055919354838709676,0.02506726457399103
2023-08-25,2023-11-17,CALL,440.79,445.0,11.75,11.79,11.77,2606,14483,84,0.2301369863013698,0.9905393258426964,ATM,17.2,0.055919354838709676,0.02644943820224719
2023-08-25,2023-11-17,CALL,440.79,444.0,12.35,12.39,12.37,115,5778,84,0.2301369863013698,0.9927702702702702,ATM,17.2,0.055919354838709676,0.02786036036036036
2023-08-25,2023-11-17,CALL,440.79,458.0,5.36,5.4,5.380000000000001,329,2815,84,0.2301369863013698,0.962423580786026,OTM,17.2,0.055919354838709676,0.011746724890829697
2023-08-25,2023-11-17,CALL,440.79,460.0,4.65,4.68,4.665,2568,17901,84,0.2301369863013698,0.9582391304347824,OTM,17.2,0.055919354838709676,0.010141304347826088
2023-08-25,2023-12-15,CALL,440.79,405.0,45.24,46.13,45.685,1,6480,112,0.3068493150684931,1.0883703703703702,ITM,17.2,0.055964516129032256,0.11280246913580247
2023-08-25,2023-11-17,CALL,440.79,485.0,0.52,0.54,0.53,56,7691,84,0.2301369863013698,0.9088453608247422,OTM,17.2,0.055919354838709676,0.0010927835051546392
2023-08-25,2023-11-17,CALL,440.79,480.0,0.83,0.85,0.84,126,21268,84,0.2301369863013698,0.9183125,OTM,17.2,0.055919354838709676,0.00175
2023-08-25,2023-11-17,CALL,440.79,475.0,1.33,1.35,1.34,162,12417,84,0.2301369863013698,0.927978947368421,OTM,17.2,0.055919354838709676,0.0028210526315789477
2023-08-25,2023-11-17,CALL,440.79,470.0,2.08,2.1,2.09,963,3112,84,0.2301369863013698,0.9378510638297872,OTM,17.2,0.055919354838709676,0.004446808510638297
